,,root
DDX54,cnv_amp,7.5678995e-06
PTPN23,mut_important,2.5683002e-24
PTPN23,cnv_del,-1.4946594e-06
PTPN23,cnv_amp,1.831195e-06
LOXL1,mut_important,2.6756616e-06
LOXL1,cnv_del,-1.9807635e-32
LOXL1,cnv_amp,1.7879276e-32
PLXDC2,mut_important,0.0001887221
PLXDC2,cnv_del,1.3227976e-32
PLXDC2,cnv_amp,2.3201478e-32
DHX40,mut_important,2.618972e-06
DHX40,cnv_del,-9.6333966e-33
DHX40,cnv_amp,1.8599496e-32
RGPD6,mut_important,2.222983e-15
RGPD6,cnv_del,8.861363e-32
RGPD6,cnv_amp,5.6610074e-33
ZNF500,mut_important,3.4014494e-05
ZNF500,cnv_del,-2.686808e-05
ZNF500,cnv_amp,3.416513e-05
LRRC14,mut_important,-3.9072074e-05
LRRC14,cnv_del,1.6495154e-33
LRRC14,cnv_amp,-4.1316105e-32
ZBTB46,mut_important,-0.24472077
ZBTB46,cnv_del,-0.06488422
ZBTB46,cnv_amp,-0.0032609373
VWA5B1,mut_important,-3.444959e-07
VWA5B1,cnv_del,-1.6966393e-07
VWA5B1,cnv_amp,-1.4178033e-07
AZU1,mut_important,0.1926413
AZU1,cnv_del,-1.8506619e-32
AZU1,cnv_amp,-3.9322968e-33
NINJ1,mut_important,0.11268623
NINJ1,cnv_del,3.874432e-30
NINJ1,cnv_amp,8.9402775e-32
OR2D3,mut_important,-0.1950822
OR2D3,cnv_del,0.030200537
OR2D3,cnv_amp,-0.048225027
HNF1B,mut_important,0.34101543
HNF1B,cnv_del,0.26894665
HNF1B,cnv_amp,-0.5792631
NEU1,mut_important,0.40582085
NEU1,cnv_del,1.8648828e-33
NEU1,cnv_amp,-2.3851055e-23
GPR160,mut_important,3.4509926e-30
GPR160,cnv_del,-1.2210604e-07
GPR160,cnv_amp,1.2973621e-07
VDR,mut_important,-0.00013535794
VDR,cnv_del,-1.1793296e-05
VDR,cnv_amp,-0.00015006858
PLA2G4D,mut_important,1.7795777e-08
PLA2G4D,cnv_del,5.754707e-08
PLA2G4D,cnv_amp,3.2311576e-08
CCDC140,mut_important,5.586118e-33
CCDC140,cnv_del,2.149264e-32
CCDC140,cnv_amp,-1.3920889e-32
PLAC9,mut_important,-5.0975896e-25
PLAC9,cnv_del,-1.3926942e-05
PLAC9,cnv_amp,-2.0221942e-05
ZNF486,mut_important,-3.5707682e-08
ZNF486,cnv_del,-5.0713034e-33
ZNF486,cnv_amp,9.7536003e-32
CTSB,mut_important,0.008726949
CTSB,cnv_del,0.0067212237
CTSB,cnv_amp,0.031203462
SNX13,mut_important,-1.509161e-32
SNX13,cnv_del,5.3415715e-08
SNX13,cnv_amp,-5.142741e-08
SNED1,mut_important,2.0730756e-06
SNED1,cnv_del,-4.3631442e-23
SNED1,cnv_amp,8.730039e-32
SPRR2F,mut_important,-1.4487011e-07
SPRR2F,cnv_del,-1.9352278e-31
SPRR2F,cnv_amp,5.591526e-33
KATNAL2,mut_important,0.001639249
KATNAL2,cnv_del,0.0021001184
KATNAL2,cnv_amp,-0.0025009667
DNAJC11,mut_important,-0.015515356
DNAJC11,cnv_del,-2.1552689e-33
DNAJC11,cnv_amp,4.6160488e-33
CFHR4,mut_important,2.7069377e-06
CFHR4,cnv_del,-3.010722e-06
CFHR4,cnv_amp,-6.21216e-05
ATP6V1H,mut_important,-0.04387039
ATP6V1H,cnv_del,0.008004684
ATP6V1H,cnv_amp,-0.0552869
DYSF,mut_important,-4.4043227e-06
DYSF,cnv_del,1.6512425e-24
DYSF,cnv_amp,-1.6272082e-33
OR2T27,mut_important,-0.48691148
OR2T27,cnv_del,-0.26143456
OR2T27,cnv_amp,0.32591704
SNAP25,mut_important,-0.046430174
SNAP25,cnv_del,-2.3410754e-33
SNAP25,cnv_amp,-1.6645178e-32
PPL,mut_important,-3.383079e-11
PPL,cnv_del,3.3397476e-29
PPL,cnv_amp,-9.480007e-32
RORA,mut_important,0.16187191
RORA,cnv_del,0.1535295
RORA,cnv_amp,-0.014823638
GPRASP1,mut_important,-0.29707807
GPRASP1,cnv_del,0.17579181
GPRASP1,cnv_amp,-0.40725866
LAMA4,mut_important,0.20987426
LAMA4,cnv_del,0.13591363
LAMA4,cnv_amp,0.35216117
AKT1,mut_important,-0.36200294
AKT1,cnv_del,0.33863282
AKT1,cnv_amp,0.5637116
CTNS,mut_important,0.25322008
CTNS,cnv_del,0.39708263
CTNS,cnv_amp,0.58014274
KRTAP10-10,mut_important,1.5646816e-32
KRTAP10-10,cnv_del,-0.0025587834
KRTAP10-10,cnv_amp,-0.03907201
BARHL1,mut_important,-0.32386076
BARHL1,cnv_del,2.5584613e-33
BARHL1,cnv_amp,1.7247528e-32
EEF1B2,mut_important,0.02227587
EEF1B2,cnv_del,-9.0934527e-32
EEF1B2,cnv_amp,5.626479e-34
C11orf1,mut_important,3.449292e-11
C11orf1,cnv_del,-8.173246e-12
C11orf1,cnv_amp,3.1627135e-11
HOMEZ,mut_important,0.44561934
HOMEZ,cnv_del,0.33157057
HOMEZ,cnv_amp,0.16411182
WDR33,mut_important,0.06765938
WDR33,cnv_del,-0.0046032914
WDR33,cnv_amp,0.036620717
PCGF6,mut_important,0.0034515627
PCGF6,cnv_del,-0.004293659
PCGF6,cnv_amp,0.009039731
PRSS55,mut_important,-1.3849762e-15
PRSS55,cnv_del,4.6177396e-33
PRSS55,cnv_amp,-2.5362337e-32
ZNF470,mut_important,-0.023965748
ZNF470,cnv_del,-0.012806316
ZNF470,cnv_amp,-0.024550933
SCN3B,mut_important,-9.32979e-07
SCN3B,cnv_del,9.467898e-32
SCN3B,cnv_amp,3.261428e-33
SNX9,mut_important,-3.217828e-05
SNX9,cnv_del,-1.4261491e-32
SNX9,cnv_amp,2.5323484e-32
ZFAT,mut_important,6.196113e-33
ZFAT,cnv_del,-6.02161e-09
ZFAT,cnv_amp,3.0275682e-08
ARL14,mut_important,-8.7731234e-32
ARL14,cnv_del,1.0620008e-07
ARL14,cnv_amp,-6.2035315e-09
AKR1B15,mut_important,1.7717053e-09
AKR1B15,cnv_del,6.31013e-10
AKR1B15,cnv_amp,9.513642e-10
PHF14,mut_important,5.106014e-07
PHF14,cnv_del,1.4963762e-06
PHF14,cnv_amp,-2.5223305e-06
MIB1,mut_important,-0.027652089
MIB1,cnv_del,0.035838906
MIB1,cnv_amp,-0.04700111
SLC38A10,mut_important,-0.0023966297
SLC38A10,cnv_del,0.0017203197
SLC38A10,cnv_amp,0.0010060653
RELA,mut_important,0.0001345706
RELA,cnv_del,-1.0222841e-32
RELA,cnv_amp,-2.3048816e-32
MTA1,mut_important,0.0009964466
MTA1,cnv_del,0.00034529658
MTA1,cnv_amp,0.0006449521
USP54,mut_important,-0.0017007305
USP54,cnv_del,-3.7109136e-31
USP54,cnv_amp,-2.4803154e-32
UTP14C,mut_important,0.0029297234
UTP14C,cnv_del,0.0014332171
UTP14C,cnv_amp,0.10559269
CCL24,mut_important,-0.40345642
CCL24,cnv_del,-0.07598615
CCL24,cnv_amp,0.13793096
TMEM8B,mut_important,1.1401539e-09
TMEM8B,cnv_del,-9.923036e-23
TMEM8B,cnv_amp,9.4172585e-33
GPR68,mut_important,-9.0205497e-32
GPR68,cnv_del,0.00012847477
GPR68,cnv_amp,-0.0002744191
RGS10,mut_important,0.117739
RGS10,cnv_del,0.12685448
RGS10,cnv_amp,0.26226625
GAB4,mut_important,0.00038328228
GAB4,cnv_del,0.0010512947
GAB4,cnv_amp,-0.000353199
ADHFE1,mut_important,-9.557426e-11
ADHFE1,cnv_del,-2.5442902e-13
ADHFE1,cnv_amp,-2.38872e-10
GALK2,mut_important,-3.139237e-16
GALK2,cnv_del,3.9323127e-28
GALK2,cnv_amp,-4.2131745e-30
KLHL36,mut_important,0.22509888
KLHL36,cnv_del,0.42132306
KLHL36,cnv_amp,0.30484182
CLIP4,mut_important,5.5059554e-06
CLIP4,cnv_del,-2.8486184e-07
CLIP4,cnv_amp,4.2553765e-07
POLR3E,mut_important,-1.3298859e-05
POLR3E,cnv_del,-2.156982e-07
POLR3E,cnv_amp,-1.3617797e-06
TWSG1,mut_important,7.159181e-05
TWSG1,cnv_del,5.9843756e-33
TWSG1,cnv_amp,-1.207743e-32
CALM3,mut_important,-4.3985965e-06
CALM3,cnv_del,2.2616626e-32
CALM3,cnv_amp,-9.8509285e-33
FAM212B,mut_important,-0.014638934
FAM212B,cnv_del,-0.009334992
FAM212B,cnv_amp,0.028389005
TP53I13,mut_important,-0.36535534
TP53I13,cnv_del,0.04959066
TP53I13,cnv_amp,0.0137654655
ARFGEF2,mut_important,-0.009075352
ARFGEF2,cnv_del,-3.7463367e-31
ARFGEF2,cnv_amp,-1.1736422e-32
SLC8A3,mut_important,0.24876425
SLC8A3,cnv_del,-0.04363262
SLC8A3,cnv_amp,-0.29004207
ACBD6,mut_important,-0.0017193236
ACBD6,cnv_del,0.0012892634
ACBD6,cnv_amp,0.0014239269
CELA3A,mut_important,-4.7269892e-05
CELA3A,cnv_del,1.6067503e-05
CELA3A,cnv_amp,1.3546777e-05
TUBB6,mut_important,8.6037414e-33
TUBB6,cnv_del,-0.014362524
TUBB6,cnv_amp,-0.05860775
THNSL2,mut_important,-0.22300485
THNSL2,cnv_del,-0.28808224
THNSL2,cnv_amp,0.57261235
GTF2F1,mut_important,0.3901381
GTF2F1,cnv_del,0.103851944
GTF2F1,cnv_amp,3.3577917e-26
DCAF8L1,mut_important,-0.5467949
DCAF8L1,cnv_del,2.3614751e-32
DCAF8L1,cnv_amp,-1.7734415e-33
RASGRP3,mut_important,0.11923399
RASGRP3,cnv_del,0.2603014
RASGRP3,cnv_amp,9.2831904e-33
LRRC42,mut_important,0.0044223103
LRRC42,cnv_del,5.2775836e-33
LRRC42,cnv_amp,1.1350559e-33
TAGLN,mut_important,-0.0009105504
TAGLN,cnv_del,-0.028497672
TAGLN,cnv_amp,0.0053679594
THAP9,mut_important,-2.2842532e-32
THAP9,cnv_del,-0.4863253
THAP9,cnv_amp,-0.05665459
BOK,mut_important,0.31252795
BOK,cnv_del,0.7734137
BOK,cnv_amp,0.26203123
DHRS1,mut_important,-2.1957178e-12
DHRS1,cnv_del,-3.6467655e-32
DHRS1,cnv_amp,-3.414512e-33
ATP2B1,mut_important,1.6558215e-32
ATP2B1,cnv_del,-1.27594446e-17
ATP2B1,cnv_amp,-9.120241e-18
MAGEA1,mut_important,1.1268682e-13
MAGEA1,cnv_del,1.7124749e-33
MAGEA1,cnv_amp,1.7427644e-32
MAP3K7,mut_important,4.4124304e-06
MAP3K7,cnv_del,1.0865877e-24
MAP3K7,cnv_amp,7.647948e-34
PNLDC1,mut_important,-4.8908154e-05
PNLDC1,cnv_del,-2.3601585e-06
PNLDC1,cnv_amp,-7.407753e-05
COPB2,mut_important,-2.7027576e-05
COPB2,cnv_del,5.3187455e-06
COPB2,cnv_amp,-3.071223e-05
SOCS4,mut_important,0.037957594
SOCS4,cnv_del,0.077200145
SOCS4,cnv_amp,0.06945439
CAPRIN1,mut_important,0.0016095662
CAPRIN1,cnv_del,0.00080303644
CAPRIN1,cnv_amp,-0.0032055792
TBCK,mut_important,0.3981378
TBCK,cnv_del,0.10111792
TBCK,cnv_amp,-0.088742
REEP3,mut_important,1.8086659e-13
REEP3,cnv_del,8.582117e-14
REEP3,cnv_amp,1.7678835e-13
ZNF423,mut_important,-5.6584078e-11
ZNF423,cnv_del,1.6469728e-10
ZNF423,cnv_amp,7.0599165e-10
CCAR1,mut_important,-2.4072206e-06
CCAR1,cnv_del,-3.0820283e-05
CCAR1,cnv_amp,6.800582e-05
OLFML3,mut_important,-0.0019618915
OLFML3,cnv_del,0.025472019
OLFML3,cnv_amp,0.013472268
ATP2C2,mut_important,0.0004220615
ATP2C2,cnv_del,0.013535104
ATP2C2,cnv_amp,0.03125995
ACTR2,mut_important,-0.10938901
ACTR2,cnv_del,-0.17932737
ACTR2,cnv_amp,-0.3257534
TCF4,mut_important,-2.1871531e-07
TCF4,cnv_del,-6.172124e-33
TCF4,cnv_amp,-9.4260034e-33
FOXO1,mut_important,-0.3604772
FOXO1,cnv_del,1.8266605e-32
FOXO1,cnv_amp,1.6596645e-32
DSC1,mut_important,-6.927181e-07
DSC1,cnv_del,-5.0610904e-08
DSC1,cnv_amp,-1.0037453e-06
TMEM102,mut_important,2.3106508e-11
TMEM102,cnv_del,-6.6782885e-11
TMEM102,cnv_amp,-1.8919992e-11
TET2,mut_important,3.9648488e-33
TET2,cnv_del,0.00018593442
TET2,cnv_amp,0.018219387
MRPL15,mut_important,9.449538e-05
MRPL15,cnv_del,-0.0028974132
MRPL15,cnv_amp,-0.009471911
GOLGA2,mut_important,3.979499e-06
GOLGA2,cnv_del,-2.9144854e-33
GOLGA2,cnv_amp,-5.2802672e-30
YIF1B,mut_important,8.520079e-05
YIF1B,cnv_del,-0.00012527259
YIF1B,cnv_amp,-4.52893e-05
ACTN1,mut_important,6.0362974e-30
ACTN1,cnv_del,-0.00017552437
ACTN1,cnv_amp,0.00010232648
MTMR14,mut_important,-0.21040837
MTMR14,cnv_del,-0.23888357
MTMR14,cnv_amp,-4.5944314e-33
KCNJ5,mut_important,-0.17994665
KCNJ5,cnv_del,-0.1098641
KCNJ5,cnv_amp,-0.16001217
RAB35,mut_important,0.10956432
RAB35,cnv_del,-0.31483802
RAB35,cnv_amp,0.5844082
CBR1,mut_important,-0.35825014
CBR1,cnv_del,-4.5323956e-23
CBR1,cnv_amp,1.549908e-32
PLCB1,mut_important,0.0024127024
PLCB1,cnv_del,-0.003460146
PLCB1,cnv_amp,-0.0060918145
DLD,mut_important,-0.32754484
DLD,cnv_del,-0.081895016
DLD,cnv_amp,-0.09098129
CPEB4,mut_important,0.012719793
CPEB4,cnv_del,-3.506803e-05
CPEB4,cnv_amp,0.028091438
APAF1,mut_important,-0.008624264
APAF1,cnv_del,-1.2616853e-32
APAF1,cnv_amp,9.510792e-27
TNFRSF10A,mut_important,-4.484281e-33
TNFRSF10A,cnv_del,-7.5028285e-05
TNFRSF10A,cnv_amp,-0.0013775446
TRDN,mut_important,-3.7353073e-31
TRDN,cnv_del,-0.0041404413
TRDN,cnv_amp,0.0019297637
SPATA20,mut_important,0.09838773
SPATA20,cnv_del,2.844535e-26
SPATA20,cnv_amp,-1.02703235e-33
DNAJB1,mut_important,-0.54464954
DNAJB1,cnv_del,-0.44038495
DNAJB1,cnv_amp,0.23581125
TCF21,mut_important,-1.994495e-33
TCF21,cnv_del,0.004495488
TCF21,cnv_amp,0.0015081757
SLC25A36,mut_important,1.3634545e-09
SLC25A36,cnv_del,8.366873e-10
SLC25A36,cnv_amp,-2.789762e-10
NCBP1,mut_important,3.3727379e-12
NCBP1,cnv_del,-2.297926e-12
NCBP1,cnv_amp,-9.563604e-12
CT45A5,mut_important,5.5063505e-05
CT45A5,cnv_del,-1.6878303e-05
CT45A5,cnv_amp,5.709459e-05
KLK14,mut_important,-4.3017548e-10
KLK14,cnv_del,-3.2590476e-26
KLK14,cnv_amp,-6.742044e-34
PTPRT,mut_important,-1.0780857e-08
PTPRT,cnv_del,4.9383436e-34
PTPRT,cnv_amp,2.5204985e-32
GIT2,mut_important,-1.1919642e-08
GIT2,cnv_del,1.3352357e-32
GIT2,cnv_amp,9.682096e-32
PEX16,mut_important,-0.20771521
PEX16,cnv_del,-9.7620045e-33
PEX16,cnv_amp,2.2621528e-23
PER2,mut_important,-0.045653947
PER2,cnv_del,0.014026403
PER2,cnv_amp,-0.097611606
ABCA8,mut_important,-1.3899575e-11
ABCA8,cnv_del,1.5953974e-32
ABCA8,cnv_amp,5.7846393e-33
GFPT1,mut_important,-0.009445834
GFPT1,cnv_del,-2.8685519e-33
GFPT1,cnv_amp,0.048557024
ZIC1,mut_important,0.12208075
ZIC1,cnv_del,1.8365862e-32
ZIC1,cnv_amp,2.9960417e-30
ZNF675,mut_important,4.5335975e-23
ZNF675,cnv_del,-2.3388186e-08
ZNF675,cnv_amp,-6.023013e-08
PITPNM1,mut_important,-2.4468662e-07
PITPNM1,cnv_del,-5.700091e-07
PITPNM1,cnv_amp,-4.2243025e-07
MARK4,mut_important,-2.0258397e-11
MARK4,cnv_del,-9.736614e-12
MARK4,cnv_amp,2.1282425e-12
PRKCE,mut_important,-1.7284477e-10
PRKCE,cnv_del,-9.462504e-33
PRKCE,cnv_amp,2.0979774e-26
TMEM214,mut_important,0.5030661
TMEM214,cnv_del,-2.0739926e-32
TMEM214,cnv_amp,-6.0366687e-30
COX7A2,mut_important,-0.0038299742
COX7A2,cnv_del,0.029731272
COX7A2,cnv_amp,0.016398206
DHX9,mut_important,-0.0012170814
DHX9,cnv_del,2.4455152e-32
DHX9,cnv_amp,-4.6576473e-33
RAB18,mut_important,1.6158316e-07
RAB18,cnv_del,-3.3241903e-07
RAB18,cnv_amp,5.2416397e-07
MEPE,mut_important,-9.453572e-10
MEPE,cnv_del,-3.7838606e-31
MEPE,cnv_amp,-6.98165e-33
SIRT7,mut_important,-6.513092e-33
SIRT7,cnv_del,1.9563509e-32
SIRT7,cnv_amp,-2.0296767e-32
IMPA1,mut_important,-0.005424078
IMPA1,cnv_del,-0.32929218
IMPA1,cnv_amp,0.022494344
FAM49A,mut_important,-5.7784915e-33
FAM49A,cnv_del,1.3159299e-08
FAM49A,cnv_amp,-1.1102479e-07
SPRR2D,mut_important,0.00014923915
SPRR2D,cnv_del,0.00030397775
SPRR2D,cnv_amp,0.00048760718
RCC2,mut_important,-7.353919e-05
RCC2,cnv_del,3.6545458e-05
RCC2,cnv_amp,8.1380844e-05
TPRG1L,mut_important,-0.001029924
TPRG1L,cnv_del,4.2095132e-32
TPRG1L,cnv_amp,-2.3057333e-32
AKAP8L,mut_important,0.26709485
AKAP8L,cnv_del,-0.38282093
AKAP8L,cnv_amp,0.39657322
MYO19,mut_important,-0.17949632
MYO19,cnv_del,-0.09042989
MYO19,cnv_amp,-0.121386714
ZNF214,mut_important,-0.41868737
ZNF214,cnv_del,-0.30914986
ZNF214,cnv_amp,0.044696864
ADORA2A,mut_important,-0.0015659484
ADORA2A,cnv_del,-2.5771027e-32
ADORA2A,cnv_amp,-0.0055607543
RECQL4,mut_important,-6.3380795e-10
RECQL4,cnv_del,-2.6215566e-10
RECQL4,cnv_amp,5.4835186e-10
STAU1,mut_important,-3.8076453e-07
STAU1,cnv_del,-3.1618043e-34
STAU1,cnv_amp,-3.7818825e-31
MYO5B,mut_important,3.0313464e-11
MYO5B,cnv_del,-6.6405294e-27
MYO5B,cnv_amp,-1.5092963e-30
RNF149,mut_important,-0.12373408
RNF149,cnv_del,-0.1033979
RNF149,cnv_amp,0.17045389
LCORL,mut_important,-1.9698257e-06
LCORL,cnv_del,-7.98445e-24
LCORL,cnv_amp,7.1859797e-34
SPG11,mut_important,0.48539695
SPG11,cnv_del,-0.56711173
SPG11,cnv_amp,-1.0974605
AKIRIN1,mut_important,-0.1309413
AKIRIN1,cnv_del,-2.7057283e-33
AKIRIN1,cnv_amp,-1.9450848e-32
VPS11,mut_important,6.728498e-14
VPS11,cnv_del,-8.7699155e-32
VPS11,cnv_amp,-5.2274057e-33
CPNE9,mut_important,5.7073496e-05
CPNE9,cnv_del,0.00011003762
CPNE9,cnv_amp,4.0201817e-06
HADHB,mut_important,1.5184213e-28
HADHB,cnv_del,-0.46558458
HADHB,cnv_amp,0.3912345
ZNF532,mut_important,7.7503854e-33
ZNF532,cnv_del,1.5023044e-32
ZNF532,cnv_amp,-0.16160871
FHIT,mut_important,-8.878095e-32
FHIT,cnv_del,-0.09094443
FHIT,cnv_amp,0.23900878
FANCD2,mut_important,2.198024e-33
FANCD2,cnv_del,-0.43761668
FANCD2,cnv_amp,0.16562991
MANBA,mut_important,-8.745282e-32
MANBA,cnv_del,-0.0013547392
MANBA,cnv_amp,-1.551341e-32
OR4F21,mut_important,-3.654186e-11
OR4F21,cnv_del,2.9504747e-29
OR4F21,cnv_amp,2.1286319e-32
RBMS1,mut_important,0.22805041
RBMS1,cnv_del,-0.32825607
RBMS1,cnv_amp,0.015500225
S100A7,mut_important,-0.00038159866
S100A7,cnv_del,0.00030065217
S100A7,cnv_amp,0.00106709
ORM1,mut_important,0.2730637
ORM1,cnv_del,-0.22804268
ORM1,cnv_amp,-0.15040836
NT5DC1,mut_important,-2.915118e-06
NT5DC1,cnv_del,1.9845382e-05
NT5DC1,cnv_amp,2.270416e-06
GLIS2,mut_important,-2.5047547e-12
GLIS2,cnv_del,2.1048839e-29
GLIS2,cnv_amp,1.3203774e-32
ZDHHC18,mut_important,-2.4495366e-32
ZDHHC18,cnv_del,0.00051631575
ZDHHC18,cnv_amp,-0.0019155326
TBC1D5,mut_important,-0.035003465
TBC1D5,cnv_del,3.736768e-31
TBC1D5,cnv_amp,-1.01374985e-32
NHLRC1,mut_important,-9.379695e-06
NHLRC1,cnv_del,9.553218e-06
NHLRC1,cnv_amp,1.7033857e-05
KIAA2026,mut_important,9.144679e-33
KIAA2026,cnv_del,0.49394995
KIAA2026,cnv_amp,-0.36530828
ZNF398,mut_important,-7.146784e-09
ZNF398,cnv_del,-8.9140764e-32
ZNF398,cnv_amp,2.1037965e-32
OR52A5,mut_important,-7.67082e-07
OR52A5,cnv_del,-1.5927704e-07
OR52A5,cnv_amp,-1.964493e-06
ZBTB4,mut_important,3.137923e-05
ZBTB4,cnv_del,0.00039237185
ZBTB4,cnv_amp,9.033894e-05
ITPRIPL2,mut_important,-2.0460424e-32
ITPRIPL2,cnv_del,0.6055613
ITPRIPL2,cnv_amp,-8.9487693e-32
EFR3A,mut_important,0.0039959303
EFR3A,cnv_del,-0.13715577
EFR3A,cnv_amp,0.17196836
LONRF2,mut_important,4.6012046e-06
LONRF2,cnv_del,2.1786636e-05
LONRF2,cnv_amp,2.2399718e-05
DHTKD1,mut_important,-3.3040687e-06
DHTKD1,cnv_del,1.5421043e-32
DHTKD1,cnv_amp,1.2793428e-32
OR8B8,mut_important,7.396471e-05
OR8B8,cnv_del,-1.8109247e-32
OR8B8,cnv_amp,-1.5813784e-24
PCBP1,mut_important,-0.00016176917
PCBP1,cnv_del,0.0010920796
PCBP1,cnv_amp,0.00050542847
TRIB2,mut_important,0.00047975278
TRIB2,cnv_del,-0.0031419424
TRIB2,cnv_amp,0.0073954007
KLHL2,mut_important,-0.00013272258
KLHL2,cnv_del,2.050051e-05
KLHL2,cnv_amp,4.6965786e-05
CSNK1G3,mut_important,-0.009677518
CSNK1G3,cnv_del,-5.5530596e-33
CSNK1G3,cnv_amp,-2.1935248e-32
THAP10,mut_important,-2.391507e-12
THAP10,cnv_del,-9.3465995e-33
THAP10,cnv_amp,1.9558154e-32
RXRG,mut_important,-2.448366e-06
RXRG,cnv_del,-1.2344516e-32
RXRG,cnv_amp,-3.7736644e-31
MANSC1,mut_important,-1.055291e-06
MANSC1,cnv_del,1.7285719e-23
MANSC1,cnv_amp,8.9050215e-32
KCNN3,mut_important,-0.3649367
KCNN3,cnv_del,0.3467462
KCNN3,cnv_amp,-0.429864
PLCB4,mut_important,-4.6384034e-34
PLCB4,cnv_del,6.4776094e-34
PLCB4,cnv_amp,1.1106361e-32
CAPN12,mut_important,9.252891e-12
CAPN12,cnv_del,8.1584774e-33
CAPN12,cnv_amp,1.7722232e-32
TSPAN15,mut_important,0.6112882
TSPAN15,cnv_del,2.4032882e-32
TSPAN15,cnv_amp,2.3956354e-33
WNK4,mut_important,5.3677777e-06
WNK4,cnv_del,3.0599404e-05
WNK4,cnv_amp,-1.0718282e-05
FETUB,mut_important,-1.6691677e-09
FETUB,cnv_del,-7.0949736e-32
FETUB,cnv_amp,-9.835993e-34
SAR1B,mut_important,-0.04309055
SAR1B,cnv_del,0.030267261
SAR1B,cnv_amp,-0.34805474
LACTB,mut_important,-3.8296064e-23
LACTB,cnv_del,-9.8902725e-05
LACTB,cnv_amp,0.009006285
MRPS16,mut_important,-1.3791238e-32
MRPS16,cnv_del,0.020272482
MRPS16,cnv_amp,0.021295736
DNAJB13,mut_important,-1.35679e-33
DNAJB13,cnv_del,6.244037e-06
DNAJB13,cnv_amp,2.0889859e-06
LYZL6,mut_important,-4.138726e-08
LYZL6,cnv_del,-3.029062e-08
LYZL6,cnv_amp,1.0118715e-08
RSC1A1,mut_important,-3.0486268e-23
RSC1A1,cnv_del,-4.2827236e-05
RSC1A1,cnv_amp,4.4297736e-05
KLC1,mut_important,1.9056042e-24
KLC1,cnv_del,0.1451389
KLC1,cnv_amp,0.008816206
KRTAP9-4,mut_important,0.013198313
KRTAP9-4,cnv_del,-1.08935185e-32
KRTAP9-4,cnv_amp,-2.0848146e-32
FARS2,mut_important,-8.925561e-06
FARS2,cnv_del,5.9671476e-33
FARS2,cnv_amp,1.7270993e-05
GGT1,mut_important,-0.056870077
GGT1,cnv_del,5.9658957e-33
GGT1,cnv_amp,1.7965271e-32
VWC2,mut_important,-0.00017016649
VWC2,cnv_del,-1.9815923e-05
VWC2,cnv_amp,-0.000823949
ZNF554,mut_important,1.3869511e-10
ZNF554,cnv_del,1.6983178e-32
ZNF554,cnv_amp,-8.7932467e-32
CXXC1,mut_important,-7.3991105e-05
CXXC1,cnv_del,2.115897e-32
CXXC1,cnv_amp,8.779966e-32
RHBDD3,mut_important,-0.07149254
RHBDD3,cnv_del,9.3295445e-33
RHBDD3,cnv_amp,5.6060917e-30
HAVCR1,mut_important,-0.2003813
HAVCR1,cnv_del,-0.67980415
HAVCR1,cnv_amp,-0.5507269
SIPA1L3,mut_important,-0.059944537
SIPA1L3,cnv_del,0.02297158
SIPA1L3,cnv_amp,0.029061154
MTX2,mut_important,-0.027631024
MTX2,cnv_del,-0.1154077
MTX2,cnv_amp,-0.011449828
NPHP1,mut_important,-0.04618753
NPHP1,cnv_del,-0.061646525
NPHP1,cnv_amp,-0.0011733549
SH2D4A,mut_important,8.779211e-06
SH2D4A,cnv_del,-7.942028e-33
SH2D4A,cnv_amp,-3.763954e-31
DNAJC6,mut_important,-1.0378646e-12
DNAJC6,cnv_del,2.2948827e-11
DNAJC6,cnv_amp,2.3748809e-12
GNG5,mut_important,-0.5994086
GNG5,cnv_del,-2.1709235e-32
GNG5,cnv_amp,-0.35010928
WDR78,mut_important,0.08957204
WDR78,cnv_del,-0.179276
WDR78,cnv_amp,0.572428
MEX3B,mut_important,4.7423768e-27
MEX3B,cnv_del,0.0028528795
MEX3B,cnv_amp,8.36054e-05
TC2N,mut_important,-7.1080806e-12
TC2N,cnv_del,-8.435944e-33
TC2N,cnv_amp,2.5556371e-33
INSL5,mut_important,-8.606265e-11
INSL5,cnv_del,3.3738234e-10
INSL5,cnv_amp,-1.4734991e-11
ARL8A,mut_important,0.16235024
ARL8A,cnv_del,0.16614167
ARL8A,cnv_amp,-0.2717458
SERINC1,mut_important,0.00012474456
SERINC1,cnv_del,1.6136768e-05
SERINC1,cnv_amp,4.139421e-05
PRKAG3,mut_important,0.0019577702
PRKAG3,cnv_del,1.5142957e-26
PRKAG3,cnv_amp,0.07350675
SCGN,mut_important,-2.0648967e-32
SCGN,cnv_del,2.5373238e-05
SCGN,cnv_amp,-4.74902e-05
UTRN,mut_important,0.058266617
UTRN,cnv_del,-5.2962074e-33
UTRN,cnv_amp,-9.601848e-33
PLG,mut_important,3.5926151e-12
PLG,cnv_del,-4.106931e-30
PLG,cnv_amp,-2.6682413e-26
IGFN1,mut_important,-1.993662e-08
IGFN1,cnv_del,5.924186e-33
IGFN1,cnv_amp,-1.5460246e-30
ZNF17,mut_important,3.3066062e-06
ZNF17,cnv_del,-1.9806012e-32
ZNF17,cnv_amp,-2.047752e-32
FANCG,mut_important,-0.00025083887
FANCG,cnv_del,0.0001448222
FANCG,cnv_amp,-0.00023601178
BRAT1,mut_important,-6.948869e-06
