ind,Signaling by NODAL,ABC-family proteins mediated transport,Translation,Fibronectin matrix formation,Post-translational protein modification,Meiosis,Processing of Capped Intronless Pre-mRNA,Death Receptor Signalling,Elastic fibre formation,Metabolism of porphyrins,Transcriptional regulation of pluripotent stem cells,DNA Damage Bypass,Signaling by Rho GTPases,Deadenylation-dependent mRNA decay,Response to metal ions,Integrin cell surface interactions,RNA Polymerase III Transcription,Membrane Trafficking,Ion channel transport,Transmission across Electrical Synapses ,Metabolism of nucleotides,Signaling by Receptor Tyrosine Kinases,Cell junction organization,Signaling by Nuclear Receptors,M/G1 Transition,Mitochondrial biogenesis,Activation of HOX genes during differentiation,Peroxisomal protein import,Disorders of transmembrane transporters,Transcriptional regulation of white adipocyte differentiation,Regulated Necrosis,Potassium Channels,Abacavir transport and metabolism,Keratinization,Metabolism of vitamins and cofactors,Pink/Parkin Mediated Mitophagy,Protein-protein interactions at synapses,Base Excision Repair,Transcription from mitochondrial promoters,Integrin signaling,Mismatch Repair,tRNA processing,mRNA Capping,Digestion,Nephrin family interactions,Diseases of signal transduction,Diseases of metabolism,Innate Immune System,DNA Double-Strand Break Repair,Signal regulatory protein family interactions,Striated Muscle Contraction,Signaling by Hedgehog,Platelet Adhesion to exposed collagen,Myogenesis,DNA Damage Reversal,Miscellaneous transport and binding events,Inositol phosphate metabolism,RNA Polymerase I Transcription,Signaling by WNT,Regulation of beta-cell development,Collagen formation,Binding and Uptake of Ligands by Scavenger Receptors,Platelet homeostasis,Processing of Capped Intron-Containing Pre-mRNA,Cell Cycle Checkpoints,mTOR signalling,Factors involved in megakaryocyte development and platelet production,Mitochondrial iron-sulfur cluster biogenesis,Cellular responses to stress,Mitochondrial calcium ion transport,Pyrophosphate hydrolysis,Laminin interactions,Integration of energy metabolism,Macroautophagy,Axon guidance,Mitochondrial protein import,NR1D1 (REV-ERBA) represses gene expression,Signaling by Hippo,Nonsense-Mediated Decay (NMD),Protein folding,Amyloid fiber formation,Intracellular oxygen transport,Fanconi Anemia Pathway,Metabolism of non-coding RNA,rRNA processing,Aquaporin-mediated transport,Protein repair,Transmission across Chemical Synapses,Biological oxidations,Unfolded Protein Response (UPR),Chromosome Maintenance,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",Regulation of mRNA stability by proteins that bind AU-rich elements,Signaling by Non-Receptor Tyrosine Kinases,Apoptosis,Smooth Muscle Contraction,Metabolism of nitric oxide,Dissolution of Fibrin Clot,The citric acid (TCA) cycle and respiratory electron transport,Fertilization,Signaling by Leptin,Neurodegenerative Diseases,Intracellular signaling by second messengers,Cytosolic iron-sulfur cluster assembly,Cell surface interactions at the vascular wall,Cytokine Signaling in Immune system,Intestinal absorption,Epigenetic regulation of gene expression,Metabolism of amino acids and derivatives,"Plasma lipoprotein assembly, remodeling, and clearance",ECM proteoglycans,Diseases of Mismatch Repair (MMR),Formation of Fibrin Clot (Clotting Cascade),Infectious disease,Reversible hydration of carbon dioxide,"Cell Cycle, Mitotic",Degradation of the extracellular matrix,Signaling by GPCR,Chromatin modifying enzymes,Non-integrin membrane-ECM interactions,Synthesis of DNA,Receptor Mediated Mitophagy,Adaptive Immune System,Metabolism of lipids,Cardiac conduction,Iron uptake and transport,Invadopodia formation,RNA Polymerase II Transcription,Metabolism of carbohydrates,RORA activates gene expression,Signaling by TGF-beta family members,"Platelet activation, signaling and aggregation",Diseases of Immune System,O2/CO2 exchange in erythrocytes,Nucleotide Excision Repair,SLC-mediated transmembrane transport,MAPK family signaling cascades,Diseases of glycosylation,LGI-ADAM interactions,Cilium Assembly,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Gene Silencing by RNA,Signaling by NOTCH,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,Surfactant metabolism,mRNA Editing,Peptide hormone metabolism
TP_2034,0.0,-0.0,-7.853186e-08,0.0,-3.4030998e-07,-0.0,-0.0,-0.0,0.0,-3.939465e-06,0.0,-4.545757e-06,1.0951967e-05,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-1.8673578e-10,0.0,0.0,5.130271e-11,0.0,-0.0,-0.0,-8.3619695e-11,0.0,0.0,0.0,0.0,-0.0,-2.921633e-10,0.0,-0.0,8.5412785e-06,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5855476e-11,-8.339789e-11,-5.137959e-07,3.402988e-07,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.9704935e-13,3.0191003e-07,-0.0,0.0,0.0,0.0,-3.593042e-09,0.0,-1.746499e-08,0.0,-0.0,0.0,0.0,-3.587914e-08,-0.0,0.0,0.0,-0.0,0.0,-6.027911e-09,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-5.5627826e-08,0.0,0.0,0.0,4.652213e-11,0.0,0.0,0.0,0.0,-0.0,0.0,-6.124469e-07,-7.554384e-09,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,3.8025885e-09,-0.0,-0.0,-3.312021e-10,0.0,0.00013793717,-0.0,-0.0,0.0,-0.0,-3.1785266e-10,-0.0,1.0697001e-08,6.539204e-07,-0.0,-0.0,0.0,-9.170411e-07,6.075935e-09,0.0,0.0,3.8068886e-09,0.0,0.0,0.0047075953,0.0,-0.0,6.713172e-08,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
01-087MM_BONE,0.0,-0.0,0.0,0.0,-5.002738e-07,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,6.2635894e-07,0.0,-0.0,0.0,0.0,-6.957602e-10,0.0,0.0,9.298243e-09,-4.7525195e-06,0.0,0.0,-0.0,0.0,-0.0,-0.0,8.36623e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-1.5178762e-05,-8.344039e-11,-1.5132843e-11,1.8206597e-08,-0.0,0.0,-2.430738e-07,-0.0,0.0,-0.0,-6.974113e-13,-0.0,-0.0,0.0,0.0,6.0563316e-08,0.0,0.0,-3.707349e-09,-3.644768e-09,-0.0,0.0,0.0,-3.5897767e-08,-8.1258156e-10,0.0,0.0,-0.0,0.0,1.8600158e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,2.344375e-10,0.0,-0.0,0.0,-0.0,4.2888262e-13,0.0,0.0,0.0,0.0,0.0,0.0,4.6546284e-11,0.0,1.2313855e-10,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-4.7754174e-08,-0.0,-0.0,-2.8586279e-05,2.760454e-08,0.0,-0.0,-0.0,4.952006e-06,0.0,8.0765446e-08,-0.0,-9.849641e-09,3.3140513e-10,-0.0,1.31447315e-08,-0.0,-6.561638e-07,-2.139959e-10,-0.0,-0.0,0.0,1.36192675e-05,2.9099365e-09,0.0,0.0,0.0,0.0,0.0,-0.0,4.174703e-12,2.1388762e-09,5.173901e-07,0.0,-2.5841523e-06,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
01-095N1_LN,0.0,-0.0,0.0,0.0,-1.450536e-06,-5.928944e-10,-0.0,4.549156e-10,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-4.771277e-07,-2.0951532e-10,0.0,2.9106845e-11,2.0226706e-07,0.0,0.0,-0.0,0.0,-1.5630802e-07,-0.0,-8.3543054e-11,-6.097534e-07,0.0,1.641913e-11,0.0,-0.0,0.0,0.0,3.9963174e-06,0.0,-0.0,0.0,0.0,0.0,0.0,-1.0232805e-09,0.0,2.3557276e-07,-8.332146e-11,-7.6764515e-09,-0.0,-0.0,0.0,-4.007861e-05,-0.0,0.0,-0.0,-1.4838499e-06,-0.0,-0.0,-1.4150601e-05,0.0,0.0,0.0,0.0,-1.0834773e-08,0.0,-0.0,0.0,0.0,-5.3795834e-08,-0.0,0.0,0.0,-0.0,0.0,7.9950885e-05,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-2.0105512e-10,5.037115e-08,0.0,0.0,0.0,0.0,3.0639093e-08,7.436719e-10,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-4.8302233e-08,-0.0,0.0,-5.500266e-10,-0.0,-0.0,-0.0,-0.0,-1.4883263e-06,-0.0,-0.0,-3.2527325e-07,0.0,1.8989772e-11,-0.0,1.2434971e-09,-1.1337855e-05,-0.0,-0.0,-0.0,7.772505e-10,2.935608e-07,-1.2361643e-07,-0.0,0.0,0.000112565256,-4.9652175e-07,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3.93566e-08,0.0,-0.0,-0.0,-3.163574e-08,7.232326e-09,-0.0,4.1230138e-08,-0.0,-0.0
08-093J1_LN,0.0,-0.0,-0.00015442564,0.0,4.1022406e-07,-0.0,-0.0,-2.1367434e-05,-1.846887e-07,-0.0,0.0,0.0,-2.0091623e-07,8.746772e-10,-0.0,-2.5723272e-09,-6.7002634e-07,-3.2549488e-06,-4.756026e-09,0.0,1.456305e-10,1.5987564e-06,0.0,-5.441496e-10,-0.0,0.0,-0.0,-0.0,-8.3597865e-11,2.2534856e-05,-1.3431255e-09,-4.928899e-11,0.0,-0.0,-3.38494e-07,3.50946e-06,-3.910595e-08,2.363592e-08,-0.0,0.0,0.0,0.0,0.0,1.27353115e-08,0.0,5.615371e-07,-8.3376125e-11,5.3823996e-06,-5.594009e-07,-0.0,0.0,0.0,-0.0,0.0,-1.4216926e-07,-6.968624e-13,3.0183324e-07,-3.3536032e-09,3.6439026e-06,0.0,0.0,0.0,0.0,2.6081965e-11,-7.076114e-07,-0.0,-1.3869867e-06,0.0,2.4343434e-09,-0.0,0.0,-2.4777677e-08,-2.8404826e-10,0.0,2.5700083e-07,-0.0,-0.0,0.0,-1.982372e-08,8.395e-09,0.0,-0.0,0.0,0.0,6.7269923e-07,0.0,-0.0,-2.3459276e-10,1.592245e-09,0.0,0.0,0.0,8.138131e-06,0.0,-5.502093e-08,-2.7036082e-08,0.0,0.0,2.5588156e-09,2.1152648e-10,0.0,0.0,-6.041529e-09,-0.0,0.0,-6.652856e-08,-0.0,-2.8191973e-08,2.0470774e-08,-0.0,-3.7794147e-05,-0.0,-0.0,5.70744e-05,0.0,5.6215805e-07,-6.1462174e-08,-0.00037148836,3.709885e-06,-0.0,-2.597297e-05,-0.0,4.368963e-07,1.0695569e-05,2.4264224e-08,-0.0,0.0,0.00050858455,9.570837e-06,0.0,0.0,4.810597e-10,0.0,0.0,-0.0,-1.9134151e-07,3.287705e-10,-1.0292297e-06,0.0,1.7021604e-06,-0.0,-0.0,2.6256678e-06,-0.0,4.1260865e-08,-0.0,-0.0
10362,0.0,-0.0,2.5262037e-07,0.0,1.8862545e-05,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-6.2763164e-08,0.0,-0.0,0.0,0.0,-7.490226e-08,0.0,0.0,0.0,0.0016846582,0.0,5.539644e-07,-0.0,0.0,1.260333e-09,-0.0,-8.360151e-11,-4.2925935e-06,0.0,0.0,0.0,-0.0,0.0,0.0,7.913937e-08,-6.260594e-05,-0.0,0.0,-1.981793e-07,0.0,0.0,-0.0,0.0,0.00056098035,-8.337976e-11,-3.475359e-08,-0.00017851939,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.967998e-13,3.018005e-07,-0.0,0.0,0.0,-5.1106486e-10,0.0,0.0,1.0111368e-08,-2.608855e-06,-0.0,0.0,0.0,1.2525413e-06,-0.0,0.0,0.0,-0.0,0.0,1.1546241e-09,-0.0,-0.0,0.0,-1.1100425e-10,-1.689004e-08,0.0,-0.0,1.0387863e-07,0.0,-9.125687e-10,0.0,-0.0,4.4011107e-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.2974997e-08,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-2.5489554e-08,-0.0,0.0,9.56324e-07,-0.0,-0.0,-1.1035944e-09,-0.0,0.0,-2.1465907e-07,-0.0,-6.423923e-08,0.0,4.1886747e-06,-0.0,-0.0,7.653537e-06,-0.0,3.4227567e-05,-0.0,-1.457895e-07,5.9150866e-06,-0.0,-0.0,0.0,-1.5956131e-05,2.4892338e-11,0.0,-2.603893e-08,0.0,0.0,0.0,2.913953e-07,1.1174878e-05,-0.0,-1.0292746e-06,0.0,2.165249e-08,-0.0,-0.0,-2.493194e-06,-0.0,-0.0,-0.0,-0.0
AAPC-IP_LG-069-Tumor-SM-3NC72,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.2561392e-07,0.0,0.0,0.0,0.00038907118,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.3566834e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-2.1790495e-08,-8.334518e-11,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.966086e-13,-0.0,-0.0,0.0,0.0,6.7442207e-09,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,8.782799e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6492716e-11,0.0,0.0,0.0,0.0,-0.0,0.0,-7.838056e-08,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.309927e-10,0.0,1.8995175e-11,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-8.602697e-05,-1.508071e-09,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,2.0504062e-11,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
AAPC-STID0000002909-Tumor-SM-2XTZ4,0.0,-0.0,0.0,0.0,1.0977519e-09,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-1.8689618e-10,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.369367e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-4.5896044e-11,-8.3471674e-11,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.97666e-13,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656328e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-3.314951e-10,0.0,1.6170404e-09,-0.0,-0.0,-1.3871055e-06,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-2.685613e-05,2.4923431e-11,0.0,0.0,0.0,0.0,0.0,-1.3335685e-08,-2.270058e-08,-0.0,2.0535183e-11,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
AAPC-STID0000003057-Tumor-SM-2XTZT,0.0,-0.0,2.0281755e-06,0.0,-1.5936018e-07,-0.0,-0.0,-0.00011705483,0.0,-0.0,0.0,0.0,-3.5101816e-06,0.0,-0.0,0.0,1.4917966e-08,4.070292e-06,0.0,0.0,9.811273e-09,-0.0019339602,0.0,-2.6848937e-08,-0.0,0.0,-2.4507063e-08,-0.0,-8.3545365e-11,0.0,0.0,-8.210673e-12,0.0,-2.5029229e-05,-4.0778886e-07,0.0,4.219375e-10,0.0,-0.0,0.0,0.0,0.0,4.451491e-09,-0.0,0.0,-0.0006429623,-8.3323765e-11,2.5631886e-07,-0.0,-0.0,-8.0167595e-10,2.2673714e-08,-0.0,0.0,-0.0,-6.965538e-13,-2.500688e-06,7.4648064e-08,-2.0381382e-05,0.0,-1.7370111e-09,0.00024549518,0.0,8.9717425e-08,0.0,-1.8447949e-08,1.6037232e-08,0.0,-1.9423624e-05,4.550659e-08,0.0,0.0,1.9306968e-08,0.0,0.0014997331,7.179925e-08,-0.0,0.0,3.1062477e-08,0.0,0.0,-0.0,0.0,0.0,-1.3292763e-08,0.0,-0.0,1.6504835e-07,-4.885082e-13,0.0,0.0,-0.0001032334,0.0,-8.128503e-10,4.648905e-11,0.0,0.0,0.0,4.0486935e-08,-0.0,0.0,0.0,-6.7360844e-08,-0.0,0.0,1.7663602e-05,3.9278657e-11,-2.5182674e-06,-1.5169746e-06,-0.0,0.0,-0.0,-0.0,-1.2998054e-06,0.0,0.00010842956,-0.0,-1.141788e-08,0.0,-0.0,-0.0,-0.0,6.80225e-09,4.146211e-05,-0.00016227379,-8.683155e-09,0.0,-0.00014802156,-3.8645357e-08,0.0,3.142153e-05,-7.5181845e-07,0.0,0.0,0.00023312584,2.2142292e-07,6.5715117e-10,2.0498794e-11,0.0,-6.508684e-06,-1.1711433e-09,1.4470933e-07,-1.624246e-07,-0.0,-0.0,-0.0,2.8605e-06
AAPC-STID0000007180-Tumor-SM-2XU14,0.0,1.1938087e-05,0.0010324221,0.0,4.655707e-07,-0.0,-0.0,2.8922243e-05,0.0,-0.0,0.0,1.4323373e-08,-2.9976009e-06,0.0,-0.0,0.0,1.4920438e-08,1.9384019e-05,-9.655826e-09,0.0,1.0622598e-08,4.852194e-06,0.0,-2.6855346e-08,-0.0,0.0,1.04239986e-08,-0.0,-8.3564176e-11,0.0,0.0,0.0,0.0,-0.00011302351,3.8071877e-07,0.0,-1.060829e-06,3.8592095e-08,-0.0,0.0,0.0,0.0,4.4518615e-09,-0.0,0.0,3.6712036e-06,-8.334253e-11,4.5055734e-07,-3.1585185e-07,-0.0,-3.4659317e-07,1.5774964e-07,-0.0,0.0,-0.0,-6.966425e-13,-3.7116756e-09,7.4660434e-08,-0.0005963749,0.0,-1.7371848e-09,0.00024811266,0.0,2.0536756e-06,-1.6432084e-08,-1.8452353e-08,0.0,0.0,-1.9389941e-05,4.5512387e-08,0.0,0.0,-0.0,0.0,1.4223868e-07,3.674689e-08,-0.0,0.0,1.8015992e-09,0.0,1.0191165e-07,-0.0,0.0,0.0,-1.3032276e-06,0.0,-0.0,2.8863106e-11,-2.9313249e-12,-9.32095e-12,4.469088e-08,0.0,0.0,-6.0978317e-10,4.8539427e-08,-5.7875454e-08,0.0,0.0,4.049074e-08,-0.0,-2.2757667e-11,0.0,-6.718818e-08,-0.0,7.1025616e-11,1.1507993e-09,-0.0,-1.7327691e-06,1.8965007e-08,4.0897965e-05,0.0,-0.0,-0.0,1.2094089e-06,0.0,8.900397e-05,1.8733051e-07,-1.7458827e-07,6.3276525e-07,-0.0,2.1177229e-09,-0.0,-0.0011892517,2.8333856e-05,-0.0,-6.4468777e-09,0.0,-5.656085e-05,-9.556479e-10,0.0,3.1429026e-05,-7.8796967e-07,0.0,0.0,1.0342335e-09,2.2833459e-07,6.57308e-10,2.050341e-11,0.0,-6.4930473e-06,1.8564847e-07,1.2813307e-07,3.6102872e-06,-0.0,-0.0,-0.0,2.859436e-06
AAPC-STID0000012110-Tumor-SM-2XU1J,0.0,3.1967672e-06,0.0010323978,0.0,-8.412493e-07,-4.388961e-09,-0.0,2.8924558e-05,0.0,-0.0,0.0,-5.9300623e-07,3.9417972e-07,0.0,-0.0,-5.938411e-09,-1.1194904e-09,-1.338602e-06,-3.3678385e-13,0.0,0.0,4.7749654e-06,0.0,0.0,-1.4242212e-11,0.0,-2.2717231e-06,-0.0,-8.356707e-11,6.9001203e-07,0.0,2.9153988e-10,0.0,-2.5036912e-05,4.0431001e-07,0.0,3.3829053e-10,-2.0359936e-07,-0.0,0.0,5.136773e-07,7.041711e-10,0.0,-0.0,0.0,1.3655416e-06,-8.334541e-11,-2.0919633e-07,-2.5016774e-07,-0.0,-8.0179297e-10,2.360129e-08,1.0307432e-08,0.0,-9.591551e-08,-6.966722e-13,-3.7117833e-09,-0.0,-2.0387637e-05,0.0,-4.167601e-06,0.00024812372,0.0,4.8524936e-07,4.0737792e-08,-1.8453612e-08,0.0,0.0,-1.506174e-05,4.5514327e-08,0.0,0.0,-4.9117566e-10,0.0,-4.1968487e-05,3.6748613e-08,-1.820622e-10,0.0,1.8017547e-09,0.0,8.3886995e-09,-0.0,-7.6576846e-08,0.0,-1.3033587e-06,0.0,-0.0,1.0974637e-10,0.0,9.321387e-12,-3.3964371e-09,-0.00010324845,0.0,-4.0718228e-07,4.6495835e-11,0.0,-1.3325846e-10,0.0,2.7974193e-06,-0.0,0.0,0.0,-6.719277e-08,-0.0,0.0,1.830565e-07,-0.0,7.3634604e-10,3.9763133e-08,4.089971e-05,0.0,2.7935567e-07,-0.0,2.4510082e-06,0.0,-1.8990595e-05,-0.0,-1.8613464e-07,7.1992176e-06,-0.0,5.30337e-06,-0.0,5.083061e-07,1.5846491e-07,-5.155682e-06,-6.4471526e-09,0.0,-0.0001636498,-5.392898e-07,0.0,3.1412303e-05,-7.9180757e-07,0.0,0.0,-0.000103711725,2.4248436e-07,6.73951e-07,2.050412e-11,0.0,-6.5102454e-06,1.8565719e-07,-2.402312e-06,-1.5908316e-07,-0.0,-0.0,-0.0,2.8595703e-06
AAPC-STID0000017088-Tumor-SM-2XU1V,0.0,-0.0,8.2386606e-07,0.0,-1.7581477e-05,-0.0,-0.0,-3.768054e-08,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,3.7096797e-08,-7.753275e-06,0.0,0.0,0.0,3.3206022e-09,0.0,0.0,-0.0,0.0,1.1450723e-09,-0.0,-8.3529364e-11,0.0,0.0,-8.209103e-12,0.0,-0.0,-4.077156e-07,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.7967151e-06,-8.33078e-11,2.8875945e-08,0.00015252076,-0.0,-8.014688e-10,0.0,-0.0,0.0,-9.588094e-08,-6.9637655e-13,-3.7106602e-09,-0.0,-3.9309361e-07,0.0,-1.7365688e-09,3.116436e-09,0.0,-2.358039e-08,-9.442683e-09,-0.0,0.0,0.0,3.7018522e-10,-0.0,0.0,0.0,-0.0,0.0,-7.929688e-08,-0.0,-0.0,0.0,1.2463348e-10,0.0,0.0,-0.0,0.0,0.0,-1.2602502e-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6477218e-11,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.886724e-10,-0.0,0.0,0.0,-0.0,-0.0,6.243628e-11,-0.0,0.0,-0.0,-0.0,-2.6467544e-09,0.0,1.3692293e-05,-0.0,-2.179699e-06,-1.8036873e-05,-0.0,-0.0,-0.0,5.8290937e-09,4.4984154e-06,1.978218e-09,-0.0,0.0,-1.0069381e-05,-4.330767e-06,0.0,0.0,0.0,0.0,0.0,-0.0,2.2801396e-07,6.5710437e-10,2.0494868e-11,0.0,-0.0,-0.0,-0.0,-1.16704456e-07,-0.0,-0.0,-0.0,-0.0
AAPC-STID0000021532-Tumor-SM-3RVW5,0.0,8.763641e-06,9.268164e-07,0.0,-3.9703615e-08,1.7790877e-10,-0.0,2.8922168e-05,0.0,-0.0,0.0,0.0,-1.4371518e-06,0.0,-0.0,0.0,-6.692224e-07,2.0960888e-05,1.1224614e-13,0.0,-6.793292e-11,2.9881562e-06,0.0,0.0,-0.0,0.0,-0.0,-0.0,-8.356218e-11,0.0,0.0,0.0,0.0,-8.418688e-05,-4.0779645e-07,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4.569262e-11,0.0,6.6444705e-10,-8.334053e-11,-1.0213431e-06,6.0314875e-08,-0.0,0.0,0.0,-0.0,0.0,-0.0,-6.965783e-13,-0.0,-0.0,0.0,0.0,-9.741241e-06,3.85849e-09,0.0,2.0788264e-06,0.0,-0.0,0.0,0.0,-1.0558498e-08,1.1351512e-08,0.0,0.0,-0.0,0.0,-4.8551474e-08,9.15782e-09,-0.0,0.0,1.7019448e-10,0.0,6.262348e-11,-0.0,0.0,0.0,-1.2606749e-06,0.0,-0.0,-3.3912247e-13,0.0,0.0,-1.6761421e-09,0.0,0.0,-8.130326e-10,4.6490128e-11,0.0,0.0,0.0,4.048769e-08,-0.0,0.0,0.0,5.284388e-09,-0.0,0.0,-3.3353123e-10,-0.0,4.3309398e-10,-1.5315327e-06,-0.0,0.0,-0.0,-1.1577165e-09,-2.6477942e-09,0.0,0.00010843116,-0.0,-3.0001838e-06,-2.681143e-08,-0.0,-0.0,-0.0,-0.00107342,3.755982e-05,-0.0,-6.4462835e-09,0.0,-0.00014098999,-4.3326163e-06,0.0,-2.142258e-08,0.0,0.0,0.0,0.00023285398,0.0,-0.0,2.0502919e-11,0.0,-6.508204e-06,-0.0,-4.8756394e-08,4.803926e-10,-0.0,-0.0,-0.0,2.860541e-06
AAPC-STID0000021537-Tumor-SM-3RVW7,0.0,-0.0,0.0010337988,0.0,-1.1123838e-06,1.7796095e-10,-0.0,-9.0267235e-08,0.0,-0.0,0.0,0.0,-3.6394456e-06,3.776556e-10,-0.0,0.0,-1.8340326e-10,-2.8755992e-06,-9.657986e-09,0.0,0.0,4.837349e-06,0.0,-2.478527e-08,-0.0,0.0,-0.0,-0.0,-8.35843e-11,1.4443154e-07,0.0,0.0,0.0,-5.735145e-05,-4.081373e-07,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0322975e-09,0.0,-0.0,0.0,1.7067977e-06,-1.5123318e-07,2.4137579e-08,1.7566019e-06,-0.0,-8.0192636e-10,0.0,-0.0,0.0,-0.0,-6.9677413e-13,2.423487e-07,-0.0,-1.999731e-05,0.0,-1.7375604e-09,0.00024557277,0.0,-3.2900294e-07,-3.3333822e-07,-0.0,0.0,0.0,1.290415e-06,-0.0,0.0,0.0,1.3126109e-09,0.0,9.958443e-09,-0.0,-0.0,0.0,3.2749373e-08,-6.884661e-05,6.2615635e-11,-0.0,0.0,0.0,-1.3171509e-06,0.0,-0.0,-2.6053488e-09,-2.721113e-08,0.0,-1.6766342e-09,-0.00010326604,0.0,-2.4848051e-10,-5.022405e-09,0.0,0.0,0.0,4.0499653e-08,-0.0,-2.2762276e-11,0.0,5.2855342e-09,-0.0,0.0,-1.2701257e-06,-0.0,4.3323561e-10,3.3232507e-08,-0.0,0.0,-0.0,-0.0,-0.00012435447,0.0,8.661962e-05,-0.0,4.5612504e-07,1.0723417e-05,-0.0,-1.6532398e-07,-0.0,-0.0010741311,3.831799e-05,-3.0538503e-09,-6.4480954e-09,0.0,-8.088657e-05,-4.4197595e-06,0.0,3.1435393e-05,-7.42178e-07,-1.2835917e-10,0.0,-5.328703e-05,3.155413e-07,6.574411e-10,2.0508347e-11,0.0,7.3395723e-10,-1.1495268e-09,2.0754185e-07,-1.6204402e-07,-0.0,-0.0,-0.0,-0.0
