,,coef
KMT2D,cnv_amp,0.0
TUBB8,mut_important,0.0
TUBB8,cnv_del,7.1737854e-37
TUBB8,cnv_amp,2.4707026e-29
RSPO2,mut_important,0.0
RSPO2,cnv_del,5.1654562e-05
RSPO2,cnv_amp,0.00023540664
EIF3J,mut_important,0.0
EIF3J,cnv_del,0.0
EIF3J,cnv_amp,0.0
GLYATL1,mut_important,0.0
GLYATL1,cnv_del,0.0
GLYATL1,cnv_amp,1.0056694e-37
KCNT1,mut_important,0.0
KCNT1,cnv_del,0.0
KCNT1,cnv_amp,0.0
FRMD6,mut_important,0.0
FRMD6,cnv_del,0.0
FRMD6,cnv_amp,0.0
PFDN1,mut_important,0.0
PFDN1,cnv_del,2.1372678e-38
PFDN1,cnv_amp,3.0117362e-38
MAP7D1,mut_important,0.0
MAP7D1,cnv_del,0.0
MAP7D1,cnv_amp,0.0
ACOT9,mut_important,0.0
ACOT9,cnv_del,0.0
ACOT9,cnv_amp,0.0
AQP6,mut_important,0.0
AQP6,cnv_del,0.0
AQP6,cnv_amp,0.0
DNAL4,mut_important,0.0
DNAL4,cnv_del,0.0
DNAL4,cnv_amp,0.0
LARP4,mut_important,0.0
LARP4,cnv_del,0.0
LARP4,cnv_amp,0.0
CANT1,mut_important,0.0
CANT1,cnv_del,0.0
CANT1,cnv_amp,0.0
NBPF6,mut_important,0.0
NBPF6,cnv_del,0.0
NBPF6,cnv_amp,0.0
RBM43,mut_important,0.0
RBM43,cnv_del,0.0
RBM43,cnv_amp,0.0
TRIB3,mut_important,3.959891e-07
TRIB3,cnv_del,0.0
TRIB3,cnv_amp,0.0
TTC3,mut_important,0.0
TTC3,cnv_del,0.0
TTC3,cnv_amp,0.0
RPUSD4,mut_important,0.0
RPUSD4,cnv_del,0.0
RPUSD4,cnv_amp,0.0
RNF34,mut_important,0.0
RNF34,cnv_del,0.0
RNF34,cnv_amp,0.0
EIF4E,mut_important,2.949612e-05
EIF4E,cnv_del,0.00010062211
EIF4E,cnv_amp,0.00016345704
KEL,mut_important,1.9097134e-14
KEL,cnv_del,3.7146265e-16
KEL,cnv_amp,6.530075e-14
DCTN3,mut_important,0.0
DCTN3,cnv_del,4.8772357e-32
DCTN3,cnv_amp,4.447305e-30
CD58,mut_important,0.0
CD58,cnv_del,0.0
CD58,cnv_amp,9.033641e-10
MRPS18B,mut_important,0.0
MRPS18B,cnv_del,0.0
MRPS18B,cnv_amp,1.0530551e-09
AKAP14,mut_important,0.0
AKAP14,cnv_del,0.0
AKAP14,cnv_amp,0.0
EPM2A,mut_important,0.0
EPM2A,cnv_del,6.7014394e-09
EPM2A,cnv_amp,1.2923463e-08
SLC9A3,mut_important,2.0169044e-09
SLC9A3,cnv_del,5.5070263e-37
SLC9A3,cnv_amp,0.0
PPP1R32,mut_important,0.0
PPP1R32,cnv_del,0.0
PPP1R32,cnv_amp,0.0
UBTF,mut_important,3.874174e-19
UBTF,cnv_del,0.0
UBTF,cnv_amp,0.0
KLHDC8A,mut_important,0.0
KLHDC8A,cnv_del,0.0
KLHDC8A,cnv_amp,0.0
NKX3-1,mut_important,0.0
NKX3-1,cnv_del,0.0
NKX3-1,cnv_amp,0.0
USP11,mut_important,0.0
USP11,cnv_del,0.0
USP11,cnv_amp,0.0
GNPNAT1,mut_important,0.0
GNPNAT1,cnv_del,0.0
GNPNAT1,cnv_amp,0.0
DOK1,mut_important,0.0
DOK1,cnv_del,0.0
DOK1,cnv_amp,0.0
BNIP3L,mut_important,0.0
BNIP3L,cnv_del,1.9961536e-11
BNIP3L,cnv_amp,0.0
SEC14L2,mut_important,0.0
SEC14L2,cnv_del,0.0
SEC14L2,cnv_amp,0.0
DPM1,mut_important,1.15605175e-07
DPM1,cnv_del,0.0
DPM1,cnv_amp,0.0
TUSC2,mut_important,0.0
TUSC2,cnv_del,0.0
TUSC2,cnv_amp,0.0
MRPL32,mut_important,0.0
MRPL32,cnv_del,0.0
MRPL32,cnv_amp,4.211461e-14
NUP54,mut_important,0.0
NUP54,cnv_del,0.0
NUP54,cnv_amp,6.053358e-36
ZNF528,mut_important,0.0
ZNF528,cnv_del,0.0
ZNF528,cnv_amp,0.0
LPL,mut_important,0.0
LPL,cnv_del,1.3349306e-10
LPL,cnv_amp,0.0
EIF4A2,mut_important,0.0
EIF4A2,cnv_del,0.0
EIF4A2,cnv_amp,5.116285e-37
ETFA,mut_important,0.0
ETFA,cnv_del,0.0
ETFA,cnv_amp,0.0
LCT,mut_important,2.0451134e-09
LCT,cnv_del,1.7880817e-08
LCT,cnv_amp,0.0
FZD5,mut_important,5.0654166e-06
FZD5,cnv_del,0.0
FZD5,cnv_amp,1.2887064e-05
IFFO1,mut_important,0.0
IFFO1,cnv_del,0.0
IFFO1,cnv_amp,0.0
ANKS1B,mut_important,0.0
ANKS1B,cnv_del,0.0
ANKS1B,cnv_amp,0.0
CASQ2,mut_important,0.0
CASQ2,cnv_del,0.0
CASQ2,cnv_amp,0.0
RABEP1,mut_important,2.699005e-15
RABEP1,cnv_del,0.0
RABEP1,cnv_amp,0.0
CAV3,mut_important,0.0
CAV3,cnv_del,4.5198376e-12
CAV3,cnv_amp,0.0
PSME3,mut_important,0.0
PSME3,cnv_del,0.0
PSME3,cnv_amp,0.0
VAPA,mut_important,3.390255e-20
VAPA,cnv_del,0.0
VAPA,cnv_amp,0.0
TTLL12,mut_important,0.0
TTLL12,cnv_del,0.0
TTLL12,cnv_amp,0.0
EMB,mut_important,0.0
EMB,cnv_del,4.0447063e-29
EMB,cnv_amp,0.0
TXNDC16,mut_important,0.0
TXNDC16,cnv_del,0.0
TXNDC16,cnv_amp,0.0
LCE1E,mut_important,8.46858e-06
LCE1E,cnv_del,4.747207e-05
LCE1E,cnv_amp,3.7243564e-05
USP28,mut_important,4.003317e-13
USP28,cnv_del,5.3181835e-13
USP28,cnv_amp,4.5657494e-13
NKIRAS1,mut_important,0.0
NKIRAS1,cnv_del,0.0
NKIRAS1,cnv_amp,0.0
RAF1,mut_important,2.4454781e-36
RAF1,cnv_del,0.0
RAF1,cnv_amp,0.0
TIPRL,mut_important,0.0
TIPRL,cnv_del,0.0
TIPRL,cnv_amp,0.0
KIF2B,mut_important,8.339162e-09
KIF2B,cnv_del,0.0
KIF2B,cnv_amp,0.0
TUBD1,mut_important,0.0
TUBD1,cnv_del,0.0
TUBD1,cnv_amp,0.0
PLXND1,mut_important,0.0
PLXND1,cnv_del,0.0
PLXND1,cnv_amp,0.0
LCN9,mut_important,0.0
LCN9,cnv_del,3.656577e-33
LCN9,cnv_amp,0.0
PTPDC1,mut_important,0.0
PTPDC1,cnv_del,0.0
PTPDC1,cnv_amp,0.0
PPM1J,mut_important,0.0
PPM1J,cnv_del,0.0
PPM1J,cnv_amp,0.0
SPDYE1,mut_important,0.0
SPDYE1,cnv_del,0.0
SPDYE1,cnv_amp,0.0
SYNGAP1,mut_important,9.465232e-13
SYNGAP1,cnv_del,0.0
SYNGAP1,cnv_amp,6.4935283e-37
LETM1,mut_important,0.0
LETM1,cnv_del,0.0
LETM1,cnv_amp,0.0
MOS,mut_important,0.0
MOS,cnv_del,0.0
MOS,cnv_amp,0.0
ZBTB40,mut_important,0.0
ZBTB40,cnv_del,0.0
ZBTB40,cnv_amp,0.0
HLCS,mut_important,7.002208e-14
HLCS,cnv_del,0.0
HLCS,cnv_amp,0.0
FAM20B,mut_important,0.0
FAM20B,cnv_del,0.0
FAM20B,cnv_amp,0.0
IFITM3,mut_important,0.0
IFITM3,cnv_del,0.0
IFITM3,cnv_amp,0.0
CARHSP1,mut_important,0.0
CARHSP1,cnv_del,0.0
CARHSP1,cnv_amp,0.0
CSNK2A2,mut_important,0.0
CSNK2A2,cnv_del,0.0
CSNK2A2,cnv_amp,0.0
TMPPE,mut_important,0.0
TMPPE,cnv_del,0.0
TMPPE,cnv_amp,0.0
MAP3K6,mut_important,0.0
MAP3K6,cnv_del,0.0
MAP3K6,cnv_amp,0.0
RTP3,mut_important,0.0
RTP3,cnv_del,0.0
RTP3,cnv_amp,0.0
SPO11,mut_important,0.0
SPO11,cnv_del,0.0
SPO11,cnv_amp,0.0
OR6C1,mut_important,0.0
OR6C1,cnv_del,0.0
OR6C1,cnv_amp,0.0
NECAP2,mut_important,0.0
NECAP2,cnv_del,4.7240215e-36
NECAP2,cnv_amp,6.9198076e-33
AKR1C4,mut_important,0.0
AKR1C4,cnv_del,2.0193523e-13
AKR1C4,cnv_amp,5.0905105e-14
EFNA5,mut_important,0.0
EFNA5,cnv_del,0.0
EFNA5,cnv_amp,0.0
RGS9BP,mut_important,0.0
RGS9BP,cnv_del,0.0
RGS9BP,cnv_amp,0.0
CTSK,mut_important,0.0
CTSK,cnv_del,0.0
CTSK,cnv_amp,4.516859e-06
KSR1,mut_important,2.3261344e-11
KSR1,cnv_del,0.0
KSR1,cnv_amp,0.0
PPM1N,mut_important,0.0
PPM1N,cnv_del,0.0
PPM1N,cnv_amp,0.0
FNBP1,mut_important,0.0
FNBP1,cnv_del,0.0
FNBP1,cnv_amp,0.0
ZNF777,mut_important,0.0
ZNF777,cnv_del,0.0
ZNF777,cnv_amp,0.0
MYLK3,mut_important,0.0
MYLK3,cnv_del,0.0
MYLK3,cnv_amp,0.0
BEST1,mut_important,0.0
BEST1,cnv_del,0.0
BEST1,cnv_amp,0.0
DHODH,mut_important,0.0
DHODH,cnv_del,0.0
DHODH,cnv_amp,0.0
PSMC3,mut_important,4.5556e-10
PSMC3,cnv_del,7.424454e-10
PSMC3,cnv_amp,0.0
TBC1D2,mut_important,0.0
TBC1D2,cnv_del,0.0
TBC1D2,cnv_amp,0.0
HIC2,mut_important,0.0
HIC2,cnv_del,0.0
HIC2,cnv_amp,0.0
CHCHD1,mut_important,0.0
CHCHD1,cnv_del,4.783915e-07
CHCHD1,cnv_amp,8.213591e-07
HMGB3,mut_important,0.0
HMGB3,cnv_del,0.0
HMGB3,cnv_amp,0.0
NOC3L,mut_important,0.0
NOC3L,cnv_del,0.0
NOC3L,cnv_amp,0.0
XPO4,mut_important,0.0
XPO4,cnv_del,0.0
XPO4,cnv_amp,0.0
ATP13A4,mut_important,8.743622e-09
ATP13A4,cnv_del,0.0
ATP13A4,cnv_amp,4.8330378e-08
MDFIC,mut_important,0.0
MDFIC,cnv_del,0.0
MDFIC,cnv_amp,0.0
FOXRED2,mut_important,0.0
FOXRED2,cnv_del,0.0
FOXRED2,cnv_amp,0.0
NKD1,mut_important,0.0
NKD1,cnv_del,0.0
NKD1,cnv_amp,0.0
PSG11,mut_important,0.0
PSG11,cnv_del,0.0
PSG11,cnv_amp,0.0
DOCK9,mut_important,0.0
DOCK9,cnv_del,0.0
DOCK9,cnv_amp,0.0
NOP14,mut_important,0.0
NOP14,cnv_del,5.6976697e-37
NOP14,cnv_amp,8.871388e-35
MYOZ3,mut_important,0.0
MYOZ3,cnv_del,0.0
MYOZ3,cnv_amp,0.0
ARHGEF3,mut_important,0.0
ARHGEF3,cnv_del,0.0
ARHGEF3,cnv_amp,8.370534e-09
SYT15,mut_important,0.0
SYT15,cnv_del,0.0
SYT15,cnv_amp,0.0
CASQ1,mut_important,0.0
CASQ1,cnv_del,0.0
CASQ1,cnv_amp,0.0
ATAD3A,mut_important,0.0
ATAD3A,cnv_del,0.0
ATAD3A,cnv_amp,0.0
MYF5,mut_important,0.0
MYF5,cnv_del,0.0
MYF5,cnv_amp,0.0
LRRC15,mut_important,0.0
LRRC15,cnv_del,0.0
LRRC15,cnv_amp,0.0
GCLC,mut_important,0.0
GCLC,cnv_del,0.0
GCLC,cnv_amp,0.0
TRIM3,mut_important,0.0
TRIM3,cnv_del,0.0
TRIM3,cnv_amp,0.0
PGAM1,mut_important,0.0
PGAM1,cnv_del,2.7441502e-07
PGAM1,cnv_amp,0.0
SYNJ2,mut_important,0.0
SYNJ2,cnv_del,6.3916833e-37
SYNJ2,cnv_amp,2.0743213e-29
EEF1E1,mut_important,1.5651363e-31
EEF1E1,cnv_del,1.5045871e-16
EEF1E1,cnv_amp,1.9271723e-16
CDC5L,mut_important,0.0
CDC5L,cnv_del,1.9125805e-09
CDC5L,cnv_amp,1.07538565e-08
SCARB2,mut_important,0.00034126115
SCARB2,cnv_del,0.000115822164
SCARB2,cnv_amp,0.0007000764
ETV3,mut_important,0.0
ETV3,cnv_del,0.0
ETV3,cnv_amp,0.0
STK17B,mut_important,0.0
STK17B,cnv_del,0.0
STK17B,cnv_amp,0.0
GOLIM4,mut_important,0.0
GOLIM4,cnv_del,5.853713e-37
GOLIM4,cnv_amp,1.9258674e-31
PHF11,mut_important,0.0
PHF11,cnv_del,0.0
PHF11,cnv_amp,0.0
MAGEC2,mut_important,0.0
MAGEC2,cnv_del,0.0
MAGEC2,cnv_amp,0.0
XKR7,mut_important,0.0
XKR7,cnv_del,0.0
XKR7,cnv_amp,0.0
DENND5A,mut_important,0.0
DENND5A,cnv_del,0.0
DENND5A,cnv_amp,4.4316863e-22
FAIM,mut_important,0.0
FAIM,cnv_del,0.0
FAIM,cnv_amp,0.0
GPR155,mut_important,0.0
GPR155,cnv_del,0.0
GPR155,cnv_amp,0.0
EHD4,mut_important,0.0
EHD4,cnv_del,0.0
EHD4,cnv_amp,0.0
SLC47A1,mut_important,0.0
SLC47A1,cnv_del,0.0
SLC47A1,cnv_amp,0.0
RBM17,mut_important,4.400224e-12
RBM17,cnv_del,7.3970524e-11
RBM17,cnv_amp,5.762525e-11
PCTP,mut_important,1.1848432e-10
PCTP,cnv_del,0.0
PCTP,cnv_amp,0.0
SPRED2,mut_important,0.0
SPRED2,cnv_del,8.703734e-37
SPRED2,cnv_amp,0.0
ANO3,mut_important,0.0
ANO3,cnv_del,0.0
ANO3,cnv_amp,0.0
GPC1,mut_important,0.0
GPC1,cnv_del,2.2651135e-37
GPC1,cnv_amp,0.0
TNRC18,mut_important,0.0
TNRC18,cnv_del,0.0
TNRC18,cnv_amp,0.0
NHS,mut_important,0.0
NHS,cnv_del,0.0
NHS,cnv_amp,0.0
GPAM,mut_important,0.0
GPAM,cnv_del,0.0
GPAM,cnv_amp,6.735443e-11
FRMD4B,mut_important,0.0
FRMD4B,cnv_del,0.0
FRMD4B,cnv_amp,0.0
MTRF1L,mut_important,0.0
MTRF1L,cnv_del,0.0
MTRF1L,cnv_amp,3.344638e-15
FOXO3,mut_important,0.0
FOXO3,cnv_del,2.8839847e-10
FOXO3,cnv_amp,3.4572717e-10
SLC25A42,mut_important,0.0
SLC25A42,cnv_del,0.0
SLC25A42,cnv_amp,0.0
HAS1,mut_important,0.0
HAS1,cnv_del,0.0
HAS1,cnv_amp,0.0
TYW5,mut_important,0.0
TYW5,cnv_del,0.0
TYW5,cnv_amp,0.0
POLR2J3,mut_important,0.0
POLR2J3,cnv_del,0.0
POLR2J3,cnv_amp,0.0
TRPM5,mut_important,1.271512e-14
TRPM5,cnv_del,0.0
TRPM5,cnv_amp,3.0962373e-38
CCR6,mut_important,0.0
CCR6,cnv_del,0.0
CCR6,cnv_amp,3.6403764e-38
ECHDC3,mut_important,0.0
ECHDC3,cnv_del,0.0
ECHDC3,cnv_amp,0.0
COL13A1,mut_important,0.0
COL13A1,cnv_del,0.0
COL13A1,cnv_amp,0.0
ASB1,mut_important,0.0
ASB1,cnv_del,1.0524763e-09
ASB1,cnv_amp,4.16197e-09
RFT1,mut_important,0.0
RFT1,cnv_del,0.0
RFT1,cnv_amp,0.0
XRCC3,mut_important,0.0
XRCC3,cnv_del,0.0
XRCC3,cnv_amp,0.0
ARHGEF6,mut_important,0.0
ARHGEF6,cnv_del,0.0
ARHGEF6,cnv_amp,0.0
CLDN20,mut_important,0.0
CLDN20,cnv_del,0.0
CLDN20,cnv_amp,0.0
EEF2,mut_important,4.060239e-06
EEF2,cnv_del,0.0
EEF2,cnv_amp,0.0
KIF3A,mut_important,0.0
KIF3A,cnv_del,5.612093e-07
KIF3A,cnv_amp,0.0
KCTD9,mut_important,0.0
KCTD9,cnv_del,0.0
KCTD9,cnv_amp,0.0
PTPRA,mut_important,0.0
PTPRA,cnv_del,0.0
PTPRA,cnv_amp,0.0
PPT1,mut_important,0.0
PPT1,cnv_del,0.0
PPT1,cnv_amp,0.0
NRAS,mut_important,0.0
NRAS,cnv_del,0.0
NRAS,cnv_amp,0.00067741727
XIRP1,mut_important,0.0
XIRP1,cnv_del,0.0
XIRP1,cnv_amp,0.0
FBXO42,mut_important,0.0
FBXO42,cnv_del,0.0
FBXO42,cnv_amp,0.0
TEX14,mut_important,0.0
TEX14,cnv_del,0.0
TEX14,cnv_amp,0.0
OR1D2,mut_important,0.0
OR1D2,cnv_del,0.0
OR1D2,cnv_amp,0.0
PPIL4,mut_important,0.0
PPIL4,cnv_del,1.0444437e-17
PPIL4,cnv_amp,8.269801e-18
HERPUD2,mut_important,0.0
HERPUD2,cnv_del,0.0
HERPUD2,cnv_amp,0.0
MAGEA12,mut_important,0.0
MAGEA12,cnv_del,0.0
MAGEA12,cnv_amp,0.0
PLCB3,mut_important,1.0172237e-37
PLCB3,cnv_del,1.1100997e-06
PLCB3,cnv_amp,2.255218e-05
MIF4GD,mut_important,0.0
MIF4GD,cnv_del,0.0
MIF4GD,cnv_amp,0.0
RBM5,mut_important,1.5192521e-19
RBM5,cnv_del,0.0
RBM5,cnv_amp,6.040957e-19
TBX10,mut_important,0.0
TBX10,cnv_del,0.0
TBX10,cnv_amp,0.0
PTPN4,mut_important,5.177153e-20
PTPN4,cnv_del,5.2713103e-19
PTPN4,cnv_amp,1.0570431e-20
COPS7A,mut_important,0.0
COPS7A,cnv_del,0.0
COPS7A,cnv_amp,0.0
PLCD3,mut_important,0.0
PLCD3,cnv_del,0.0
PLCD3,cnv_amp,0.0
SPDYC,mut_important,0.0
SPDYC,cnv_del,0.0
SPDYC,cnv_amp,0.0
EPB41L4A,mut_important,0.0
EPB41L4A,cnv_del,0.0
EPB41L4A,cnv_amp,0.0
CLTC,mut_important,0.0
CLTC,cnv_del,0.0
CLTC,cnv_amp,0.0
SLC5A11,mut_important,2.5008305e-05
SLC5A11,cnv_del,0.0
SLC5A11,cnv_amp,0.0
TRIM22,mut_important,0.0
TRIM22,cnv_del,0.0
TRIM22,cnv_amp,0.0
DIO1,mut_important,4.202391e-15
DIO1,cnv_del,1.6030695e-14
DIO1,cnv_amp,8.571281e-15
TTLL5,mut_important,3.6186853e-07
TTLL5,cnv_del,0.0
TTLL5,cnv_amp,0.0
RAB5A,mut_important,0.0
RAB5A,cnv_del,3.0013112e-05
RAB5A,cnv_amp,3.1118077e-05
VIL1,mut_important,0.0
VIL1,cnv_del,0.0
VIL1,cnv_amp,0.0
PIK3R1,mut_important,9.5574e-05
PIK3R1,cnv_del,8.0167476e-05
PIK3R1,cnv_amp,0.0
NBPF10,mut_important,0.0
NBPF10,cnv_del,0.0
NBPF10,cnv_amp,0.0
CENPL,mut_important,0.0
CENPL,cnv_del,6.5407625e-07
CENPL,cnv_amp,9.998679e-07
RPIA,mut_important,0.0
RPIA,cnv_del,0.0
RPIA,cnv_amp,0.0
FAF2,mut_important,0.0
FAF2,cnv_del,1.1210151e-12
FAF2,cnv_amp,1.5994767e-13
DAPK1,mut_important,4.5163446e-38
DAPK1,cnv_del,3.1641036e-09
DAPK1,cnv_amp,1.4473443e-10
HNRNPCL1,mut_important,0.0
HNRNPCL1,cnv_del,0.0
HNRNPCL1,cnv_amp,0.0
ZNF37A,mut_important,0.0
ZNF37A,cnv_del,0.0
ZNF37A,cnv_amp,0.0
PML,mut_important,0.00018610933
PML,cnv_del,0.0
PML,cnv_amp,0.0
COPS3,mut_important,0.00022962384
COPS3,cnv_del,0.0
COPS3,cnv_amp,0.0
NRIP3,mut_important,0.0
NRIP3,cnv_del,0.0
NRIP3,cnv_amp,0.0
NUB1,mut_important,3.2582784e-11
NUB1,cnv_del,0.0
NUB1,cnv_amp,1.8214239e-29
MTCH2,mut_important,0.0
MTCH2,cnv_del,0.0
MTCH2,cnv_amp,0.0
NOP2,mut_important,0.0
NOP2,cnv_del,0.0
NOP2,cnv_amp,0.0
SLC28A1,mut_important,5.03663e-11
SLC28A1,cnv_del,0.0
SLC28A1,cnv_amp,0.0
GAST,mut_important,0.0
GAST,cnv_del,0.0
GAST,cnv_amp,0.0
FABP6,mut_important,0.0
FABP6,cnv_del,0.0
FABP6,cnv_amp,1.2762914e-06
MORN4,mut_important,0.0
MORN4,cnv_del,0.0
MORN4,cnv_amp,0.0
CHD4,mut_important,1.3078547e-06
CHD4,cnv_del,0.0
CHD4,cnv_amp,0.0
SEMA3E,mut_important,2.4879741e-06
SEMA3E,cnv_del,1.4610599e-06
SEMA3E,cnv_amp,1.1605194e-06
MDM4,mut_important,0.0
MDM4,cnv_del,0.0
MDM4,cnv_amp,9.557203e-08
ODAM,mut_important,0.0
ODAM,cnv_del,3.9767437e-07
ODAM,cnv_amp,8.6029506e-10
GNAI3,mut_important,0.0
GNAI3,cnv_del,5.3857828e-05
GNAI3,cnv_amp,0.0
MAGEA3,mut_important,0.0
MAGEA3,cnv_del,0.0
MAGEA3,cnv_amp,0.0
SLC12A4,mut_important,1.017993e-12
SLC12A4,cnv_del,0.0
SLC12A4,cnv_amp,0.0
ZNRD1,mut_important,0.0
ZNRD1,cnv_del,1.2423437e-06
ZNRD1,cnv_amp,2.5544e-06
ID2,mut_important,0.0
ID2,cnv_del,0.0
ID2,cnv_amp,0.0
UROD,mut_important,0.0
UROD,cnv_del,1.0344838e-11
UROD,cnv_amp,6.290743e-12
GPR65,mut_important,0.0
GPR65,cnv_del,0.0
GPR65,cnv_amp,0.0
EPB41,mut_important,0.0
EPB41,cnv_del,7.605041e-38
EPB41,cnv_amp,0.0
BARD1,mut_important,0.0
BARD1,cnv_del,0.0
BARD1,cnv_amp,0.0
ZHX2,mut_important,0.0
ZHX2,cnv_del,0.0
ZHX2,cnv_amp,0.0
CNPY4,mut_important,0.0
CNPY4,cnv_del,0.0
CNPY4,cnv_amp,0.0
RNF32,mut_important,0.0
RNF32,cnv_del,0.0
RNF32,cnv_amp,0.0
EVC2,mut_important,5.7459183e-37
EVC2,cnv_del,2.8982496e-19
EVC2,cnv_amp,0.0
AIP,mut_important,0.0
AIP,cnv_del,0.0
AIP,cnv_amp,0.0
SLC35B4,mut_important,2.0488964e-09
SLC35B4,cnv_del,1.2452682e-08
SLC35B4,cnv_amp,1.3268345e-07
DDX27,mut_important,0.0
DDX27,cnv_del,0.0
DDX27,cnv_amp,0.0
GRAMD1C,mut_important,0.0
GRAMD1C,cnv_del,0.0
GRAMD1C,cnv_amp,0.0
ZSWIM1,mut_important,0.0
ZSWIM1,cnv_del,0.0
ZSWIM1,cnv_amp,0.0
LRMP,mut_important,2.579836e-07
LRMP,cnv_del,0.0
LRMP,cnv_amp,0.0
SETD7,mut_important,0.0
SETD7,cnv_del,1.1471888e-09
SETD7,cnv_amp,8.4805285e-10
PCCA,mut_important,0.0
PCCA,cnv_del,0.0
PCCA,cnv_amp,0.0
SLC17A2,mut_important,0.0
SLC17A2,cnv_del,0.0
SLC17A2,cnv_amp,0.0
CAPN7,mut_important,0.0
CAPN7,cnv_del,0.0
CAPN7,cnv_amp,0.0
ENDOD1,mut_important,0.0
ENDOD1,cnv_del,1.5111647e-07
ENDOD1,cnv_amp,7.023338e-07
OR7G2,mut_important,0.0
OR7G2,cnv_del,0.0
OR7G2,cnv_amp,0.0
EFCAB7,mut_important,1.4378504e-10
EFCAB7,cnv_del,2.0873804e-10
EFCAB7,cnv_amp,8.120689e-11
GPR18,mut_important,0.0
GPR18,cnv_del,0.0
GPR18,cnv_amp,0.0
THUMPD3,mut_important,0.0
THUMPD3,cnv_del,0.0
THUMPD3,cnv_amp,0.0
ITGAM,mut_important,2.0141729e-11
ITGAM,cnv_del,0.0
ITGAM,cnv_amp,0.0
FTH1,mut_important,0.0
FTH1,cnv_del,0.0
FTH1,cnv_amp,9.302825e-09
HDAC10,mut_important,7.825101e-06
HDAC10,cnv_del,0.0
HDAC10,cnv_amp,0.0
ABTB1,mut_important,0.0
ABTB1,cnv_del,0.0
ABTB1,cnv_amp,0.0
HAUS6,mut_important,0.0
HAUS6,cnv_del,1.674103e-30
HAUS6,cnv_amp,1.2216608e-35
B3GNT7,mut_important,0.0
B3GNT7,cnv_del,2.6439283e-11
B3GNT7,cnv_amp,1.9738654e-10
HIST1H2AC,mut_important,0.0
HIST1H2AC,cnv_del,1.1434891e-37
HIST1H2AC,cnv_amp,4.8429333e-30
ZNF19,mut_important,0.0
ZNF19,cnv_del,0.0
ZNF19,cnv_amp,0.0
E2F3,mut_important,0.0
E2F3,cnv_del,0.0
E2F3,cnv_amp,2.480663e-09
ILVBL,mut_important,0.0
ILVBL,cnv_del,0.0
ILVBL,cnv_amp,0.0
ZNF879,mut_important,0.0
ZNF879,cnv_del,0.0
ZNF879,cnv_amp,0.0
RAB8B,mut_important,0.0
RAB8B,cnv_del,0.0
RAB8B,cnv_amp,0.0
SSRP1,mut_important,7.159668e-38
SSRP1,cnv_del,0.0
SSRP1,cnv_amp,1.0157594e-08
POLR3C,mut_important,0.0
POLR3C,cnv_del,0.0
POLR3C,cnv_amp,4.4911683e-09
XAGE5,mut_important,0.0
XAGE5,cnv_del,0.0
XAGE5,cnv_amp,0.0
PNLIPRP2,mut_important,0.0
PNLIPRP2,cnv_del,3.55495e-23
PNLIPRP2,cnv_amp,0.0
CNGA4,mut_important,1.6074343e-28
CNGA4,cnv_del,0.0
CNGA4,cnv_amp,0.0
TERT,mut_important,0.0
TERT,cnv_del,0.0
TERT,cnv_amp,0.0
THUMPD2,mut_important,0.0
THUMPD2,cnv_del,0.0
THUMPD2,cnv_amp,0.0
RPN1,mut_important,0.0
RPN1,cnv_del,0.0
RPN1,cnv_amp,0.0010145444
CDR1,mut_important,0.0
CDR1,cnv_del,0.0
CDR1,cnv_amp,0.0
ZNF800,mut_important,0.0
ZNF800,cnv_del,0.0
ZNF800,cnv_amp,0.0
PHKG1,mut_important,0.0
PHKG1,cnv_del,1.366426e-08
PHKG1,cnv_amp,4.1692772e-08
ZSCAN23,mut_important,0.0
ZSCAN23,cnv_del,0.0
ZSCAN23,cnv_amp,0.0
XYLT2,mut_important,1.0704268e-15
XYLT2,cnv_del,0.0
XYLT2,cnv_amp,0.0
ALDH5A1,mut_important,5.955414e-15
ALDH5A1,cnv_del,0.0
ALDH5A1,cnv_amp,0.0
ATIC,mut_important,0.0
ATIC,cnv_del,0.0
ATIC,cnv_amp,7.3269467e-13
AMPH,mut_important,0.0
AMPH,cnv_del,0.0
AMPH,cnv_amp,0.0
NCAN,mut_important,1.2410535e-06
NCAN,cnv_del,0.0
NCAN,cnv_amp,0.0
GBGT1,mut_important,0.0
GBGT1,cnv_del,0.0
GBGT1,cnv_amp,0.0
CDKN2AIP,mut_important,0.0
CDKN2AIP,cnv_del,0.0
CDKN2AIP,cnv_amp,0.0
RANBP2,mut_important,3.2081163e-05
RANBP2,cnv_del,7.8516577e-29
RANBP2,cnv_amp,2.1228283e-36
ZNF334,mut_important,0.0
ZNF334,cnv_del,0.0
ZNF334,cnv_amp,0.0
AHCTF1,mut_important,0.0
AHCTF1,cnv_del,1.0901838e-35
AHCTF1,cnv_amp,1.0155494e-36
DHX36,mut_important,5.37868e-09
DHX36,cnv_del,3.5846892e-10
DHX36,cnv_amp,1.1584192e-07
TFG,mut_important,0.0
TFG,cnv_del,0.0
TFG,cnv_amp,3.2069581e-06
COX7C,mut_important,5.0332417e-15
COX7C,cnv_del,4.2247107e-14
COX7C,cnv_amp,0.0
HIST1H2BD,mut_important,0.0
HIST1H2BD,cnv_del,4.056396e-08
HIST1H2BD,cnv_amp,4.3472432e-06
DCBLD2,mut_important,0.0
DCBLD2,cnv_del,0.0
